OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1169,2020-006T,2026-01-01T21:18:50.919840,15.06406420,.0001677,53.0529,226.5054,90.6310,269.4871,0,U,45061,999,32639,.38304E-3,.5429E-4,0
STARLINK-1171,2020-006U,2026-01-02T00:07:32.300544,15.43165988,.0014421,53.0510,209.7915,123.5029,236.7356,0,U,45062,999,32664,.25249E-2,.11535E-2,0
STARLINK-1133,2020-006W,2026-01-01T21:16:11.491104,15.06397545,.0001245,53.0538,206.5129,91.0942,269.0190,0,U,45064,999,32667,.1907E-3,.256E-4,0
STARLINK-1167,2020-006AD,2026-01-01T23:28:52.406976,15.06403236,.0001517,53.0552,206.0973,93.5390,266.5772,0,U,45071,999,32668,.12966E-3,.165E-4,0
STARLINK-1168,2020-006AE,2026-01-01T23:34:11.487360,15.06395238,.0001519,53.0547,206.0793,93.8190,266.2973,0,U,45072,999,32668,.14916E-4,-.59E-6,0
STARLINK-1172,2020-006AG,2026-01-01T19:03:29.432160,15.06399170,.0001531,53.0544,206.9251,98.2423,261.8740,0,U,45074,999,32665,.57807E-4,.58E-5,0
STARLINK-1153,2020-006AN,2026-01-01T18:31:38.747136,15.06396413,.00013342,53.0539,207.0242,96.3641,263.7500,0,U,45080,999,32665,.63079004E-4,.658E-5,0
STARLINK-1151,2020-006AP,2026-01-02T02:25:05.300256,15.44857281,.0001923,53.0532,200.8322,140.3485,219.7662,0,U,45081,999,32677,.2656E-2,.128313E-2,0
STARLINK-1185,2020-006AV,2026-01-01T19:11:26.326464,15.06418034,.00016706,53.0553,186.8982,87.1737,272.9443,0,U,45087,999,32694,-.15078481E-3,-.2528E-4,0
STARLINK-1183,2020-006AW,2026-01-01T21:18:50.462784,15.06398231,.0001469,53.0552,186.5026,113.9621,246.1522,0,U,45088,999,32695,.98719E-4,.1189E-4,0
STARLINK-1152,2020-006BE,2026-01-02T00:00:02.998944,15.30424007,.0003625,53.0418,159.0907,93.9087,106.1151,0,U,45096,999,577,.32173E-2,.96864E-3,0
STARLINK-1184,2020-006BG,2026-01-01T18:18:52.222752,15.07145750,.00016354,53.0524,186.9898,134.4395,225.6729,0,U,45098,999,32693,.53963569E-3,.7928E-4,0
STARLINK-1193,2020-006BJ,2026-01-01T18:23:41.442432,15.06391822,.00014521,53.0541,187.0478,96.8186,263.2968,0,U,45100,999,32693,.98739256E-4,.1189E-4,0
ONEWEB-0013,2020-008A,2026-01-02T04:54:56.721888,13.09447499,.0002602,87.8510,86.3549,98.0088,262.1335,0,U,45131,999,28434,.17656E-2,.621E-5,0
ONEWEB-0017,2020-008B,2026-01-02T03:37:46.574400,13.10376908,.0001448,87.8791,69.3731,97.9261,262.2031,0,U,45132,999,28620,.43391E-3,.164E-5,0
ONEWEB-0020,2020-008C,2026-01-02T02:54:44.041248,13.10370452,.0001677,87.8786,69.3674,110.2171,249.9136,0,U,45133,999,28659,-.85905E-3,-.287E-5,0
ONEWEB-0021,2020-008D,2026-01-02T03:16:14.663712,13.10374349,.0001729,87.8786,69.3924,99.4031,260.7292,0,U,45134,999,28690,-.16577E-2,-.566E-5,0
ONEWEB-0023,2020-008F,2026-01-02T03:31:47.080416,13.10377263,.0001848,87.8789,69.3707,101.4930,258.6405,0,U,45136,999,28633,-.86464E-4,-.18E-6,0
ONEWEB-0024,2020-008G,2026-01-02T02:52:20.721792,13.10370070,.000161,87.8800,69.3515,94.1126,266.0185,0,U,45137,999,28649,-.76468E-3,-.254E-5,0
ONEWEB-0025,2020-008H,2026-01-02T03:17:26.290176,13.10374386,.0002006,87.8797,69.3482,99.8028,260.3326,0,U,45138,999,28682,-.15436E-2,-.526E-5,0
ONEWEB-0026,2020-008J,2026-01-02T03:16:58.648224,13.11414660,.0001593,87.8836,54.1269,100.8805,259.2502,0,U,45139,999,28934,.15217E-2,.552E-5,0
ONEWEB-0028,2020-008K,2026-01-02T02:14:43.024128,13.11417461,.0002374,87.8830,54.1481,95.3515,264.7884,0,U,45140,999,28685,-.11726E-2,-.403E-5,0
ONEWEB-0032,2020-008L,2026-01-02T03:40:09.585408,13.10377203,.0001866,87.8794,69.3726,101.3177,258.8160,0,U,45141,999,28655,.79921E-3,.292E-5,0
ONEWEB-0033,2020-008M,2026-01-02T03:04:17.338080,13.10371801,.0001144,87.8786,69.3899,100.9653,259.1603,0,U,45142,999,28646,-.14256E-2,-.485E-5,0
ONEWEB-0035,2020-008N,2026-01-02T03:48:32.850720,13.10375062,.0001564,87.8788,69.3821,100.0844,260.0459,0,U,45143,999,28619,.14548E-2,.521E-5,0
ONEWEB-0036,2020-008P,2026-01-02T03:34:11.638848,13.10376192,.0001972,87.8799,69.3448,101.9323,258.2025,0,U,45144,999,28662,-.76534E-4,-.14E-6,0
ONEWEB-0038,2020-008Q,2026-01-02T03:31:49.511712,13.11415397,.0002305,87.8839,54.1220,50.8646,309.2687,0,U,45145,999,28856,-.16941E-3,-.47E-6,0
ONEWEB-0039,2020-008R,2026-01-02T03:09:04.813344,13.10373351,.000232,87.8800,69.3652,98.3405,261.7986,0,U,45146,999,28641,-.16451E-2,-.562E-5,0
ONEWEB-0040,2020-008S,2026-01-02T02:59:31.762752,13.10372008,.0001742,87.8784,69.3898,99.2555,260.8769,0,U,45147,999,28611,-.15277E-2,-.521E-5,0
ONEWEB-0043,2020-008U,2026-01-02T03:01:54.814368,13.10372162,.0002315,87.8786,69.3706,99.7555,260.3834,0,U,45149,999,28643,-.14366E-2,-.489E-5,0
ONEWEB-0044,2020-008V,2026-01-02T03:42:34.036704,13.10376461,.0001982,87.8797,69.3567,102.8059,257.3290,0,U,45150,999,28673,.10041E-2,.363E-5,0
ONEWEB-0045,2020-008W,2026-01-02T03:24:18.185760,13.11417702,.000185,87.8842,54.1076,98.7583,261.3755,0,U,45151,999,28864,.67939E-3,.253E-5,0
ONEWEB-0047,2020-008X,2026-01-02T03:32:59.353152,13.10377008,.0001819,87.8790,69.3667,101.5009,258.6323,0,U,45152,999,28645,-.27728E-4,.3E-7,0
ONEWEB-0048,2020-008Y,2026-01-02T03:25:47.614944,13.10373782,.00016,87.8791,69.3952,106.0472,254.0832,0,U,45153,999,28606,-.59538E-3,-.195E-5,0
ONEWEB-0049,2020-008Z,2026-01-02T03:30:23.191200,13.10377706,.0002017,87.8788,69.3830,114.0881,246.0458,0,U,45154,999,28628,-.47606E-3,-.154E-5,0
ONEWEB-0051,2020-008AA,2026-01-02T03:21:51.759360,13.11415996,.0001778,87.8828,54.1265,99.8704,260.2625,0,U,45155,999,28932,.91297E-3,.336E-5,0
ONEWEB-0052,2020-008AB,2026-01-02T03:22:13.843200,13.10375558,.0002053,87.8799,69.3468,112.7519,247.3825,0,U,45156,999,28619,-.11785E-2,-.399E-5,0
ONEWEB-0053,2020-008AC,2026-01-02T02:57:07.656192,13.10371079,.0001912,87.8784,69.3949,94.3933,265.7413,0,U,45157,999,28616,-.12809E-2,-.434E-5,0
ONEWEB-0054,2020-008AD,2026-01-02T03:47:20.895936,13.10375935,.0001669,87.8795,69.3594,102.0632,258.0683,0,U,45158,999,28628,.12363E-2,.444E-5,0
ONEWEB-0056,2020-008AE,2026-01-02T03:19:50.335392,13.10375113,.000173,87.8794,69.3627,109.4938,250.6376,0,U,45159,999,28643,-.12638E-2,-.429E-5,0
ONEWEB-0057,2020-008AF,2026-01-02T03:30:47.556864,13.10377030,.0001955,87.8794,69.3737,104.5833,255.5511,0,U,45160,999,28660,-.14783E-3,-.39E-6,0
ONEWEB-0058,2020-008AG,2026-01-02T03:11:40.776576,13.10373628,.0001482,87.8787,69.3870,96.1965,263.9331,0,U,45161,999,28667,-.14286E-2,-.486E-5,0
ONEWEB-0059,2020-008AH,2026-01-02T03:06:40.705056,13.10371955,.0001678,87.8788,69.3883,97.9562,262.1756,0,U,45162,999,28657,-.14114E-2,-.48E-5,0
ONEWEB-0062,2020-008AJ,2026-01-02T03:43:45.835104,13.10375485,.0001299,87.8795,69.3591,91.8060,268.3216,0,U,45163,999,28644,.1083E-2,.391E-5,0
ONEWEB-0065,2020-008AK,2026-01-02T02:37:48.817056,13.10372882,.0001961,87.8781,69.3833,110.3534,249.7804,0,U,45164,999,28613,.66689E-3,.245E-5,0
STARLINK-1143,2020-012B,2026-01-02T01:47:13.569504,15.50239752,.0003604,53.0533,292.3131,99.4687,260.6728,0,U,45179,999,32555,.21962E-2,.127885E-2,0
STARLINK-1202,2020-012F,2026-01-02T02:16:04.042272,15.06398033,.0001354,53.0568,345.5690,107.6256,252.4881,0,U,45183,999,32480,.76549E-4,.859E-5,0
STARLINK-1216,2020-012H,2026-01-02T02:05:27.955968,15.06392556,.0001514,53.0566,345.5975,97.7530,262.3631,0,U,45185,999,32474,.23021E-3,.3148E-4,0
STARLINK-1225,2020-012K,2026-01-02T02:32:00.194784,15.06390897,.0001692,53.0561,345.5223,122.1054,238.0099,0,U,45187,999,32479,.20177E-4,.19E-6,0
STARLINK-1230,2020-012M,2026-01-02T02:37:19.104096,15.06392726,.0001809,53.0539,345.5096,112.5835,247.5345,0,U,45189,999,32202,.19726E-3,.2657E-4,0
STARLINK-1234,2020-012N,2026-01-02T06:00:02.998944,15.47740983,.0013407,53.0506,286.3990,78.5331,303.2420,0,U,45190,999,588,.30766E-2,.165526E-2,0
STARLINK-1269,2020-012V,2026-01-02T02:53:13.658208,15.06396936,.000175,53.0556,345.4574,104.3782,255.7401,0,U,45197,999,32477,.16299E-3,.2147E-4,0
STARLINK-1154,2020-012W,2026-01-02T06:00:02.998944,15.26612538,.0001743,53.0557,324.0685,91.3161,1.1240,0,U,45198,999,569,.57112E-1,.167763E-1,0
STARLINK-1199,2020-012Z,2026-01-02T02:55:53.456736,15.06390509,.0001617,53.0552,325.4504,113.3308,246.7852,0,U,45201,999,32508,-.40609E-4,-.886E-5,0
STARLINK-1209,2020-012AE,2026-01-02T04:25:45.572736,15.40119665,.001353,53.0524,290.2792,77.3557,282.8958,0,U,45206,999,32463,.23754E-2,.97721E-3,0
STARLINK-1210,2020-012AF,2026-01-02T06:00:02.998944,15.75351212,.0003434,53.0201,238.2061,184.5053,44.7619,0,U,45207,999,601,.10349E-2,.161922E-2,0
STARLINK-1231,2020-012AL,2026-01-02T03:19:19.616736,15.16550675,.0001253,53.0491,320.2181,107.7218,252.3912,0,U,45212,999,32511,.3574E-2,.70954E-3,0
STARLINK-1271,2020-012AR,2026-01-02T02:34:39.198432,15.06394503,.0001634,53.0554,325.5143,117.7855,242.3300,0,U,45217,999,32508,.13693E-3,.1758E-4,0
STARLINK-1191,2020-012AW,2026-01-02T02:47:55.970592,15.06381363,.0001235,53.0552,305.4743,103.5762,256.5365,0,U,45222,999,32536,.28395E-3,.3948E-4,0
STARLINK-1212,2020-012AX,2026-01-02T06:00:02.998944,15.20540658,.0001593,53.0540,305.1049,90.3966,35.0544,0,U,45223,999,583,.65589E-1,.1603302E-1,0
STARLINK-1215,2020-012AZ,2026-01-02T02:10:45.660000,15.06406021,.0001168,53.0549,305.5882,126.8148,233.2949,0,U,45225,999,32531,.46924E-3,.6716E-4,0
STARLINK-1221,2020-012BB,2026-01-02T00:38:48.999264,15.39264833,.0005228,53.0662,224.8628,141.1383,218.9997,0,U,45227,999,32643,.62639E-3,.24455E-3,0
STARLINK-1222,2020-012BC,2026-01-02T02:55:00.786432,15.42789718,.0002371,53.0583,300.5163,98.5435,261.5839,0,U,45228,999,32532,.68373E-3,.30096E-3,0
STARLINK-1226,2020-012BD,2026-01-02T02:05:29.132736,15.06390611,.0001889,53.0555,305.6090,128.8017,231.3141,0,U,45229,999,32525,.40074E-3,.5691E-4,0
STARLINK-1227,2020-012BE,2026-01-02T02:00:08.917920,15.06401231,.0001317,53.0563,305.6281,94.8910,265.2229,0,U,45230,999,32537,.24888E-3,.3428E-4,0
STARLINK-1246,2020-012BK,2026-01-02T02:21:22.617216,15.06411163,.0001859,53.0536,345.5555,114.4027,245.7156,0,U,45235,999,32482,.28676E-3,.3993E-4,0
STARLINK-1270,2020-012BM,2026-01-02T03:16:23.547360,15.36957060,.0001188,53.0558,302.9480,81.7759,278.3378,0,U,45237,999,32540,.64654E-3,.23398E-3,0
JCSAT-17,2020-013A,2026-01-01T23:54:51.686784,1.00271777,.0003541,5.4001,355.2278,299.5962,301.5471,0,U,45245,999,2156,0,-.304E-5,0
GEO-KOMPSAT-2B,2020-013B,2026-01-02T00:49:38.536320,1.00270649,.0002504,0.0495,211.3463,64.4944,326.4979,0,U,45246,999,2161,0,-.335E-5,0
MERIDIAN 9,2020-015A,2025-12-30T23:25:45.066720,2.00614595,.690847,65.4595,337.0480,280.6881,14.0669,0,U,45254,999,4291,0,-.185E-5,0
BEIDOU-3 G2,2020-017A,2026-01-02T02:54:47.473920,1.00270407,.0002659,2.5341,44.3053,240.6541,300.5327,0,U,45344,999,2159,0,-.133E-5,0
COSMOS 2545 [GLONASS-M],2020-018A,2025-12-31T16:46:06.236256,2.13102398,.00110456,64.4581,318.3056,251.1630,108.7104,0,U,45358,999,4509,0,-.63E-6,0
STARLINK-1279,2020-019A,2026-01-02T04:15:43.053696,15.43467266,.0003075,53.0488,58.1284,284.0092,76.0571,0,U,45360,999,32035,.72381E-3,.32639E-3,0
STARLINK-1301,2020-019B,2026-01-02T03:34:14.994624,15.48534702,.0005217,53.0477,66.6477,306.1147,53.9377,0,U,45361,999,32024,.19856E-2,.108583E-2,0
STARLINK-1306,2020-019C,2026-01-01T10:49:37.542144,16.02452570,.0005502,53.0349,41.4955,47.6041,312.5455,0,U,45362,999,32052,.94941E-3,.572627E-2,.16117E-3
STARLINK-1262,2020-019G,2026-01-01T13:10:31.732032,15.06398116,.0001365,53.0568,108.0257,80.7114,279.4030,0,U,45366,999,31961,.35167E-4,.242E-5,0
STARLINK-1273,2020-019H,2026-01-01T16:53:28.500576,15.06370899,.00013392,53.0564,107.3268,91.3515,268.7628,0,U,45367,999,31963,-.73436585E-4,-.1374E-4,0
STARLINK-1276,2020-019J,2026-01-01T14:35:26.328768,15.06410393,.000146,53.0554,107.7623,82.5882,277.5273,0,U,45368,999,31962,.55385E-3,.798E-4,0
STARLINK-1277,2020-019K,2026-01-01T14:24:57.004128,15.06382241,.0001265,53.0550,108.4169,107.2115,252.9013,0,U,45369,999,31961,.76961E-4,.865E-5,0
STARLINK-1281,2020-019L,2026-01-01T14:19:30.452736,15.06412383,.0001428,53.0568,107.8141,94.9605,265.1547,0,U,45370,999,31962,.23852E-3,.3274E-4,0
STARLINK-1300,2020-019Q,2026-01-01T13:15:49.052448,15.06412185,.0001468,53.0566,108.0121,85.0651,275.0506,0,U,45374,999,31961,.22559E-3,.3081E-4,0
STARLINK-1302,2020-019R,2026-01-01T16:48:09.287136,15.06382743,.00009588,53.0561,107.3439,81.9604,278.1493,0,U,45375,999,31963,-.10536128E-3,-.1849E-4,0
STARLINK-1304,2020-019S,2026-01-02T06:00:02.998944,15.22393813,.0001083,53.0556,104.4213,72.2330,165.6888,0,U,45376,999,583,.69549E-1,.178497E-1,0
STARLINK-1305,2020-019T,2026-01-02T00:00:02.998944,15.41341909,.0002994,53.0504,90.7511,243.8935,307.6262,0,U,45377,999,587,.25231E-2,.107964E-2,0
STARLINK-1319,2020-019V,2026-01-01T12:52:44.946048,15.44815614,.000399,53.0522,93.2731,238.1193,121.9424,0,U,45379,999,31982,.71362E-3,.337E-3,0
STARLINK-1266,2020-019Z,2026-01-02T04:52:39.798624,15.06393208,.0001928,53.0546,85.0905,68.4428,291.6766,0,U,45383,999,31998,.15698E-2,.23173E-3,0
STARLINK-1267,2020-019AA,2026-01-01T14:38:39.391296,15.37714406,.0001152,53.0564,85.8050,38.1042,322.0042,0,U,45384,999,31992,.27397E-2,.104009E-2,0
STARLINK-1272,2020-019AC,2026-01-02T04:05:23.717760,15.43862471,.0004797,53.0505,68.7725,287.3408,72.7073,0,U,45386,999,32021,.68185E-3,.3114E-3,0
STARLINK-1274,2020-019AD,2026-01-02T04:14:46.403808,15.37577439,.0004424,53.0324,58.6148,19.9948,340.1226,0,U,45387,999,32035,.2329E-2,.87796E-3,0
STARLINK-1280,2020-019AE,2026-01-01T13:17:50.950752,15.50227533,.0003538,53.0497,88.5761,247.1179,112.9456,0,U,45388,999,31987,.21236E-2,.123514E-2,0
STARLINK-1283,2020-019AF,2026-01-02T00:00:02.998944,15.42410156,.0005379,53.0504,69.6551,5.6153,262.9441,0,U,45389,999,587,.26074E-2,.115796E-2,0
STARLINK-1284,2020-019AG,2026-01-02T04:57:58.770144,15.06396028,.0001379,53.0549,85.0677,121.2205,238.8919,0,U,45390,999,31998,-.15651E-3,-.2612E-4,0
STARLINK-1297,2020-019AM,2026-01-01T12:20:05.381088,15.06392974,.0001454,53.0551,88.1827,99.1883,260.9270,0,U,45395,999,31906,-.2845E-3,-.4516E-4,0
STARLINK-1307,2020-019AP,2026-01-01T18:31:39.755424,15.06373683,.00014682,53.0563,87.0234,99.3580,260.7575,0,U,45397,999,31974,.23982399E-3,.329E-4,0
STARLINK-1255,2020-019AR,2026-01-02T03:55:34.321152,15.40983130,.0003053,53.0481,60.0360,38.7954,321.3268,0,U,45399,999,32014,.22336E-2,.94226E-3,0
STARLINK-1260,2020-019AW,2026-01-02T04:06:12.830112,15.06392207,.0001473,53.0564,75.2331,74.1506,285.9645,0,U,45404,999,31983,.12606E-3,.1596E-4,0
STARLINK-1263,2020-019AX,2026-01-01T11:49:35.226048,15.06378148,.0001804,53.0553,78.2791,80.7704,279.3489,0,U,45405,999,31973,.14868E-2,.2192E-3,0
STARLINK-1265,2020-019AY,2026-01-01T10:24:39.338496,15.06405684,.0001427,53.0560,78.5442,68.0726,292.0414,0,U,45406,999,31972,.68193E-3,.9892E-4,0
STARLINK-1278,2020-019BA,2026-01-02T00:00:02.998944,15.43221750,.0003771,53.0496,89.9692,248.5022,80.7015,0,U,45408,999,589,.24196E-2,.1103E-2,0
STARLINK-1296,2020-019BE,2026-01-02T04:00:53.633952,15.06396365,.0001588,53.0567,75.2509,76.7665,283.3501,0,U,45412,999,31983,.27187E-3,.377E-4,0
STARLINK-1298,2020-019BF,2026-01-02T06:00:02.998944,15.66954659,.0005111,53.0444,27.5566,74.9535,129.1866,0,U,45413,999,599,.12479E-2,.13682E-2,0
STARLINK-1309,2020-019BG,2026-01-02T04:22:08.175648,15.06401979,.000136,53.0551,75.1841,80.6760,279.4383,0,U,45414,999,31982,.34645E-3,.4883E-4,0
STARLINK-1316,2020-019BH,2026-01-01T11:28:23.077632,15.06384340,.000188,53.0563,78.3426,58.9884,301.1289,0,U,45415,999,31975,-.2084E-3,-.3383E-4,0
STARLINK-1318,2020-019BJ,2026-01-02T06:00:02.998944,15.74125240,.0004621,53.0471,15.8428,53.1243,35.2274,0,U,45416,999,580,.87445E-3,.129131E-2,0
STARLINK-1286,2020-019BK,2026-01-01T12:23:59.432640,15.43851773,.0001793,53.0524,91.9821,256.5487,103.5318,0,U,45417,999,31982,.85041E-3,.38957E-3,0
STARLINK-1308,2020-019BM,2026-01-01T13:52:58.690848,15.06400510,.0001298,53.0556,107.8937,70.9291,289.1839,0,U,45419,999,31935,.25955E-3,.3587E-4,0
ONEWEB-0066,2020-020A,2026-01-02T02:59:54.072096,13.11418648,.0001933,87.8840,54.1279,95.0611,265.0738,0,U,45424,999,28091,.18991E-2,.686E-5,0
ONEWEB-0067,2020-020B,2026-01-02T02:03:55.759392,13.11415522,.0001944,87.8847,54.0404,98.9908,261.1440,0,U,45425,999,28096,-.11868E-2,-.408E-5,0
ONEWEB-0080,2020-020C,2026-01-02T02:17:09.985344,13.11417441,.0001618,87.8835,54.1342,89.2035,270.9278,0,U,45426,999,28093,-.1258E-2,-.433E-5,0
ONEWEB-0090,2020-020D,2026-01-02T04:35:06.828000,13.11417999,.000176,87.8838,54.1168,98.7524,261.3804,0,U,45427,999,28091,.95379E-3,.351E-5,0
ONEWEB-0061,2020-020E,2026-01-02T03:31:25.656672,13.11414766,.0001755,87.8840,54.1077,98.7655,261.3672,0,U,45428,999,28086,.2142E-3,.89E-6,0
ONEWEB-0081,2020-020F,2026-01-02T03:04:46.910208,13.11417829,.0001923,87.8842,54.1267,97.4888,262.6458,0,U,45429,999,28097,.18868E-2,.681E-5,0
ONEWEB-0069,2020-020G,2026-01-02T02:48:54.553248,13.11418537,.0001832,87.8838,54.1245,99.6464,260.4871,0,U,45430,999,28090,.12584E-2,.459E-5,0
ONEWEB-0031,2020-020H,2026-01-02T02:08:36.604320,13.11417028,.0001548,87.8833,54.1534,97.6125,262.5178,0,U,45431,999,28088,-.11314E-2,-.388E-5,0
ONEWEB-0027,2020-020J,2026-01-02T01:57:30.317760,13.17648332,.0001428,87.9096,38.8614,107.1463,252.9825,0,U,45432,999,28448,.22194E-3,.99E-6,0
ONEWEB-0064,2020-020K,2026-01-02T02:06:10.220256,13.11416538,.0001569,87.8834,54.1438,100.0848,260.0457,0,U,45433,999,28091,-.11142E-2,-.382E-5,0
ONEWEB-0018,2020-020L,2026-01-02T02:52:34.398048,13.11416721,.0001744,87.8843,54.1283,92.3322,267.8005,0,U,45434,999,28086,.15591E-2,.565E-5,0
ONEWEB-0083,2020-020M,2026-01-02T02:39:08.876160,13.11417774,.0001693,87.8843,54.1193,98.7730,261.3590,0,U,45435,999,28090,.4294E-3,.165E-5,0
ONEWEB-0095,2020-020N,2026-01-02T02:25:54.299424,13.11418859,.0001895,87.8839,54.1313,123.6292,236.5017,0,U,45436,999,28090,-.51614E-3,-.17E-5,0
ONEWEB-0092,2020-020P,2026-01-02T03:35:18.165984,13.11414865,.0001818,87.8836,54.1209,106.8430,253.2897,0,U,45437,999,28102,-.52588E-3,-.174E-5,0
ONEWEB-0085,2020-020Q,2026-01-02T02:37:55.152768,13.11417885,.0001759,87.8835,54.1365,99.8415,260.2911,0,U,45438,999,28090,.53212E-3,.201E-5,0
ONEWEB-0096,2020-020R,2026-01-02T02:40:21.531648,13.11418820,.0001805,87.8846,54.1180,98.3847,261.7485,0,U,45439,999,28089,.70213E-3,.262E-5,0
ONEWEB-0037,2020-020S,2026-01-02T02:12:16.631424,13.11416875,.0001802,87.8853,54.0939,102.3512,257.7817,0,U,45440,999,28092,-.11796E-2,-.405E-5,0
ONEWEB-0042,2020-020T,2026-01-02T02:25:30.456480,13.11417872,.0001856,87.8840,54.1195,100.8278,259.3059,0,U,45441,999,28089,-.53351E-3,-.176E-5,0
ONEWEB-0098,2020-020U,2026-01-02T02:19:36.325344,13.11417758,.0001689,87.8841,54.1324,98.2517,261.8803,0,U,45442,999,28087,-.91162E-3,-.31E-5,0
ONEWEB-0055,2020-020V,2026-01-02T03:45:03.334176,13.11415836,.0001693,87.8839,54.1210,98.4210,261.7109,0,U,45443,999,28085,-.87646E-3,-.298E-5,0
ONEWEB-0093,2020-020W,2026-01-02T03:09:51.263712,13.11417493,.0002192,87.8839,54.1133,97.1895,262.9482,0,U,45444,999,28091,.18776E-2,.678E-5,0
ONEWEB-0029,2020-020X,2026-01-02T03:32:50.424576,13.11414010,.0001844,87.8839,54.1224,97.0049,263.1289,0,U,45445,999,28089,-.19892E-3,-.58E-6,0
ONEWEB-0068,2020-020Y,2026-01-02T03:09:28.174176,13.11415867,.0001903,87.8843,54.1151,95.7671,264.3674,0,U,45446,999,28083,.17963E-2,.649E-5,0
ONEWEB-0046,2020-020Z,2026-01-02T02:57:27.583488,13.11419093,.0001981,87.8839,54.1245,101.7835,258.3515,0,U,45447,999,28084,.17316E-2,.626E-5,0
ONEWEB-0063,2020-020AA,2026-01-02T03:38:56.961888,13.11414691,.0001893,87.8837,54.1165,106.0770,254.0566,0,U,45448,999,28093,-.60515E-3,-.202E-5,0
ONEWEB-0019,2020-020AB,2026-01-02T02:44:59.902080,13.11416726,.0001646,87.8833,54.1258,96.3699,263.7616,0,U,45449,999,28077,.11317E-2,.414E-5,0
ONEWEB-0094,2020-020AC,2026-01-02T03:07:59.318688,13.17648273,.0001772,87.9100,38.8477,90.8901,269.2434,0,U,45450,999,28444,.65184E-4,.38E-6,0
ONEWEB-0087,2020-020AD,2026-01-02T02:03:31.563936,13.11417032,.0001934,87.8849,54.0899,91.6752,268.4598,0,U,45451,999,28081,-.11183E-2,-.384E-5,0
ONEWEB-0082,2020-020AE,2026-01-02T01:58:50.775168,13.11415885,.0001879,87.8849,54.1159,92.5485,267.5858,0,U,45452,999,28090,-.10432E-2,-.357E-5,0
ONEWEB-0050,2020-020AF,2026-01-02T03:05:52.283904,14.89659340,.0002578,88.9233,255.8621,160.7427,199.3899,0,U,45453,999,31565,-.33382E-3,-.3163E-4,0
ONEWEB-0034,2020-020AG,2026-01-02T02:29:21.841728,13.11419434,.0001737,87.8842,54.1231,98.6674,261.4651,0,U,45454,999,28082,-.28247E-3,-.87E-6,0
ONEWEB-0060,2020-020AH,2026-01-02T03:37:44.906016,13.11403057,.0002413,87.8826,54.1294,75.3682,284.7713,0,U,45455,999,28078,-.25426E-3,-.77E-6,0
ONEWEB-0086,2020-020AJ,2026-01-02T03:07:13.688256,13.11416168,.0001649,87.8842,54.1142,71.4728,288.6579,0,U,45456,999,28084,.17105E-2,.619E-5,0
ONEWEB-0088,2020-020AK,2026-01-02T02:35:29.451264,13.11419799,.0001981,87.8855,54.0771,102.7100,257.4249,0,U,45457,999,28077,.17512E-3,.75E-6,0
YAOGAN-30 07A,2020-021A,2026-01-01T19:32:52.793088,15.01684604,.00034702,34.9930,144.1799,344.0935,15.9663,0,U,45460,999,31552,.39627444E-3,.523E-4,0
YAOGAN-30 07B,2020-021B,2026-01-01T20:35:42.535680,15.01710128,.00025878,34.9926,143.5175,230.6095,129.4384,0,U,45461,999,31546,.48687796E-3,.6437E-4,0
YAOGAN-30 07C,2020-021C,2026-01-01T20:03:34.686432,15.01673376,.00018642,34.9942,141.6921,32.4003,327.6819,0,U,45462,999,31538,.49978297E-3,.6602E-4,0
AEHF-6 (USA 298),2020-022B,2026-01-01T23:45:43.083072,1.00270318,.0049432,2.9128,299.3884,9.6230,286.8300,0,U,45465,999,2134,0,-.285E-5,0
STARLINK-1329,2020-025A,2026-01-02T06:00:02.998944,15.43642773,.0003175,53.0546,39.8798,33.1096,221.4865,0,U,45531,999,583,.18105E-2,.83311E-3,0
STARLINK-1338,2020-025B,2026-01-02T06:00:02.998944,15.41087290,.0001226,53.0538,42.6110,92.7379,146.6062,0,U,45532,999,583,.18817E-1,.857015E-2,0
STARLINK-1350,2020-025E,2026-01-02T03:01:15.758112,15.34227701,.0002047,53.0747,345.3072,80.7473,279.3760,0,U,45535,999,31593,.57859E-3,.19117E-3,0
STARLINK-1362,2020-025H,2026-01-01T09:23:32.686656,15.06415167,.0001542,53.0552,48.4524,89.3404,270.7761,0,U,45538,999,31495,.97499E-3,.14277E-3,0
STARLINK-1368,2020-025K,2026-01-01T12:41:18.689856,15.06417025,.0001394,53.0553,48.1153,95.1600,264.9548,0,U,45540,999,31496,.20537E-3,.278E-4,0
STARLINK-1371,2020-025M,2026-01-02T06:00:02.998944,15.25184615,.0001501,53.0541,44.2154,102.0544,353.3448,0,U,45542,999,578,.60492E-1,.170562E-1,0
STARLINK-1372,2020-025N,2026-01-02T03:11:48.105024,15.06406452,.0001472,53.0563,45.4044,82.4142,277.7014,0,U,45543,999,31415,.40244E-3,.5719E-4,0
